protein name	proximity to Covid-19	shortest path to Covid-19	path length
GAPDH	0.14666676867588868	GAPDH, TBK1, covid-19	2
GART	-0.10889752245855791	GART, PLOD2, covid-19	2
ANXA1	0.14688125999941393	ANXA1, RIPK1, covid-19	2
SLC25A22	0.016223064196028827	SLC25A22, AAR2, covid-19	2
COX6C	-0.019784220373187607	COX6C, CISD3, covid-19	2
ANXA2	-0.05484980531560796	ANXA2, PLAT, covid-19	2
CBR1	-0.05774515995191081	CBR1, AAR2, covid-19	2
CDO1	0.0059780516299878655	CDO1, NADH, NDUFB9, covid-19	3
EIF2AK2	-0.005942997370465733	EIF2AK2, AP3B1, covid-19	2
STK36	-0.0033497952511933084	STK36, CDK5RAP2, covid-19	2
SHMT2	-0.08799153766806747	SHMT2, POLA1, covid-19	2
PSMA7	-0.09022209184177211	PSMA7, AAR2, covid-19	2
PDHA1	-0.00411430085935402	PDHA1, ATP1B1, covid-19	2
GAPDHS	0.0409347302352122	GAPDHS, NADH, NDUFB9, covid-19	3
CDK15	-0.028709260686210162	CDK15, MARK2, covid-19	2
OAT	0.022197412880168757	OAT, ARF6, covid-19	2
ATP1B3	0.19160511920974443	ATP1B3, CYB5B, covid-19	2
PSMA6	-0.0907236376471263	PSMA6, EXOSC5, covid-19	2
PSPH	-0.005536823130271984	PSPH, TIMM8B, covid-19	2
PTPRS	0.1543535306096848	PTPRS, alendronate, ATP6V1A, covid-19	3
CSTB	-0.030101952029432836	CSTB, AAR2, covid-19	2
ECHS1	-0.06541454477906268	ECHS1, ABCC1, covid-19	2
COX5B	-0.021156873691996477	COX5B, MOV10, covid-19	2
CTPS1	0.0024437471414055084	CTPS1, PRKACA, covid-19	2
COX6B1	-0.04900781704151179	COX6B1, ATP1B1, covid-19	2
PIK3R1	-0.16217446308860817	PIK3R1, BRD4, covid-19	2
ITK	0.23279845918408998	ITK, G3BP1, covid-19	2
NFKB2	-0.0904972778765131	NFKB2, TBK1, covid-19	2
MAP3K1	-0.022363586872295282	MAP3K1, BAG5, covid-19	2
CS	0.05694204559089984	CS, ARF6, covid-19	2
TBK1	0.31936476182627277	TBK1, covid-19	1
TNF	0.07899316234838263	TNF, RIPK1, covid-19	2
TNFRSF1B	0.027548626322362584	TNFRSF1B, RIPK1, covid-19	2
KCNQ1	0.09478374917693372	KCNQ1, PRKACA, covid-19	2
ACAT1	-0.15342701007891948	ACAT1, ATP1B1, covid-19	2
DSP	0.2370087560238921	DSP, PRKACA, covid-19	2
GCGR	-0.06519197291568324	GCGR, BMPR2, PMPCA, covid-19	3
TUBB	-0.047310763644425935	TUBB, RIPK1, covid-19	2
ACTA1	0.0002856049118086304	ACTA1, AAR2, covid-19	2
CALM1	-0.05508960337860565	CALM1, CSNK2A2, covid-19	2
THRA	-0.10947320682479084	THRA, HDAC2, covid-19	2
BCR	-0.041888263893108325	BCR, CSNK2A2, covid-19	2
HCK	-0.015665024788212127	HCK, FBN1, covid-19	2
TUBA4A	-0.01535878182463573	TUBA4A, AAR2, covid-19	2
MAP4K4	-0.040652259758422626	MAP4K4, CNTRL, covid-19	2
POLR2A	0.008188674415424466	POLR2A, CSNK2A2, covid-19	2
TUBG1	-0.03963795588318144	TUBG1, PRKACA, covid-19	2
CDK16	-0.13292752434213018	CDK16, CSNK2A2, covid-19	2
CASP3	-0.11025267084896057	CASP3, AKAP8, covid-19	2
ZAP70	0.20070080266647639	ZAP70, RNF41, covid-19	2
CDK1	0.03937058404885147	CDK1, POLA1, covid-19	2
CHEK1	-0.0014384524180801606	CHEK1, POLA1, covid-19	2
CHEK2	-0.0017101064284402584	CHEK2, CSNK2A2, covid-19	2
KDM1A	-0.1559840335069524	KDM1A, HDAC2, covid-19	2
ACVR1B	0.0638305922100122	ACVR1B, OS9, covid-19	2
EPHA3	0.0007218716190180718	EPHA3, fostamatinib, RIPK1, covid-19	3
GSTP1	-0.044357405145429386	GSTP1, CUL2, covid-19	2
HSP90AA1	-0.07247023760022347	HSP90AA1, RIPK1, covid-19	2
PRKDC	-0.0819874815721936	PRKDC, CSNK2A2, covid-19	2
CREB1	0.02717087586693892	CREB1, HDAC2, covid-19	2
MDM2	0.06057184963216604	MDM2, NEK9, covid-19	2
CCND1	-0.12841146687963392	CCND1, HDAC2, covid-19	2
HDAC10	0.051141765217527814	HDAC10, HDAC2, covid-19	2
HDAC8	0.00659939621845413	HDAC8, PRKACA, covid-19	2
MAPK3	-0.17668643040062598	MAPK3, PLAT, covid-19	2
FYN	0.17235723940057046	FYN, PRKACA, covid-19	2
LCK	0.18499491967440682	LCK, PRKACA, covid-19	2
PDGFRA	-0.1662029357294579	PDGFRA, SLC9A3R1, covid-19	2
PLK1	0.06575943742167636	PLK1, HDAC2, covid-19	2
APLP2	0.013420557807041343	APLP2, APP, EIF4E2, covid-19	3
ACACA	0.00015169466566522516	ACACA, CSNK2A2, covid-19	2
DYRK1A	-0.054052812517914314	DYRK1A, PRKACA, covid-19	2
HDAC7	0.017950654815840628	HDAC7, HDAC2, covid-19	2
MAP3K2	-0.0393344476701189	MAP3K2, fostamatinib, RIPK1, covid-19	3
MARK1	0.09712852644734912	MARK1, covid-19	1
PIK3C2B	-0.004898597892731733	PIK3C2B, fostamatinib, RIPK1, covid-19	3
TNK1	-0.03506900118301791	TNK1, fostamatinib, RIPK1, covid-19	3
WEE1	0.02454190323769382	WEE1, CSNK2A2, covid-19	2
HDAC9	0.0748666517368587	HDAC9, NUP214, covid-19	2
BMPR1B	-0.08805864571828621	BMPR1B, DCAF7, covid-19	2
ABL2	0.010132219321070078	ABL2, GPX1, covid-19	2
KIT	0.17077860002301745	KIT, fostamatinib, RIPK1, covid-19	3
ENO1	0.02579901618133762	ENO1, POLA1, covid-19	2
GSK3A	0.08374282574568201	GSK3A, MARK3, covid-19	2
CDH5	0.002387618755209986	CDH5, CTNNB1, SLC9A3R1, covid-19	3
CYP2E1	-0.0899396846737435	CYP2E1, POR, covid-19	2
HSP90B1	-0.06316868205843856	HSP90B1, CSNK2A2, covid-19	2
MT-ATP6	-0.04695359413172323	MT-ATP6, ATP5MG, covid-19	2
CHUK	-0.1419038509097335	CHUK, RIPK1, covid-19	2
KRT1	-0.058984751328544145	KRT1, AAR2, covid-19	2
MKNK1	-0.04467184645777037	MKNK1, MOV10, covid-19	2
TP73	-0.062173980295364195	TP73, HDAC2, covid-19	2
PIK3CG	0.053105559548347024	PIK3CG, fostamatinib, RIPK1, covid-19	3
PPARD	-0.08137242725531406	PPARD, HDAC2, covid-19	2
PSMA5	-0.057242056636139446	PSMA5, AAR2, covid-19	2
KCNN4	0.15887756183988655	KCNN4, DDX21, covid-19	2
SLC19A1	0.0046219741500215655	SLC19A1, BRD4, covid-19	2
ITGB2	0.3910306354685249	ITGB2, RDX, covid-19	2
PLAUR	-0.11649525980413342	PLAUR, Urokinase, PLAT, covid-19	3
MAP2K1	-0.07369920554523106	MAP2K1, RAB7A, covid-19	2
NEIL1	0.013562769423608161	NEIL1, APP, EIF4E2, covid-19	3
CACNA1E	0.07424600318321113	CACNA1E, HSPA1A, RHOA, covid-19	3
NOMO1	-0.050681052757341846	NOMO1, TIMM10, covid-19	2
EGF	0.024917353219119212	EGF, GRB2, AP2A2, covid-19	3
TF	0.1310640365890215	TF, GTF2F2, covid-19	2
SOD1	0.01111655314264369	SOD1, IMPDH2, covid-19	2
PRKCB	-0.04332970310308657	PRKCB, EP300, NUP98, covid-19	3
PRKCD	0.09070403144134198	PRKCD, ADAM9, covid-19	2
PRKCE	-0.09399486314415728	PRKCE, MARK2, covid-19	2
BTK	0.17399159503589612	BTK, AP3B1, covid-19	2
CDC42BPG	-0.025988780178913387	CDC42BPG, TBK1, covid-19	2
CACNB3	0.02482367424994794	CACNB3, CACNA1C, PRKACA, covid-19	3
GAD2	-0.06329163252803141	GAD2, PRKACA, covid-19	2
CASP1	0.06186947576913676	CASP1, RBX1, covid-19	2
NOS1	-0.08484296853444834	NOS1, PRKACA, covid-19	2
SLC5A1	-0.010345454849792525	SLC5A1, EGFR, PRKACA, covid-19	3
STK4	-0.09580801411778292	STK4, ERC1, covid-19	2
OPRK1	0.07312929456642235	OPRK1, SLC9A3R1, covid-19	2
GRIN1	-0.08052185585638238	GRIN1, CIT, covid-19	2
PRKCA	-0.02053708902450963	PRKCA, MARK2, covid-19	2
ATP1A1	0.02672720487064477	ATP1A1, PRKACA, covid-19	2
KCNJ12	0.039618774478381455	KCNJ12, PRKACA, covid-19	2
ULK2	-0.02075073284906103	ULK2, POLA2, covid-19	2
LRP1	-0.021244181168905724	LRP1, PRKACA, covid-19	2
SCNN1G	-0.0099175933879362	SCNN1G, MAPK1, CEP350, covid-19	3
NGF	-0.026397739909460025	NGF, NGFR, PRKACA, covid-19	3
CANX	-0.12914769060729747	CANX, CSNK2A2, covid-19	2
KNG1	-0.03897259320114076	KNG1, APP, EIF4E2, covid-19	3
SCN1B	0.14093351617173283	SCN1B, Valproic Acid, HDAC2, covid-19	3
CA1	-0.16477296955509957	CA1, TFCP2, HDAC2, covid-19	3
CD247	0.16190899822842691	CD247, RNF41, covid-19	2
CA2	-0.11709114546706184	CA2, SLC4A1, AP3B1, covid-19	3
DNMT1	0.31302829630667883	DNMT1, covid-19	1
RAMP1	0.05900650809648043	RAMP1, ARRB2, AP3B1, covid-19	3
RAMP2	0.04229706585969676	RAMP2, CRCP, TCF12, covid-19	3
RAMP3	0.07669212852180093	RAMP3, PDCD6IP, AKAP8, covid-19	3
GABBR1	0.03850734883673976	GABBR1, JAKMIP1, covid-19	2
STAB2	0.0580422544530831	STAB2, SUMO1, PPIL3, covid-19	3
HABP4	0.001747258798842466	HABP4, CCDC86, covid-19	2
TUBA1A	0.006088821875429765	TUBA1A, AKAP8L, covid-19	2
HMGCR	0.06088137802748909	HMGCR, PRKACA, covid-19	2
A2M	0.16287303488382127	A2M, ADAMTS1, covid-19	2
MAPK7	0.049569803661276855	MAPK7, GOLGB1, covid-19	2
HIPK2	0.11667633158304352	HIPK2, AATF, covid-19	2
TXNRD1	-0.08754875874072729	TXNRD1, ESR1, AKAP8, covid-19	3
GLRX2	-0.09020624993796786	GLRX2, Glutathione, GPX1, covid-19	3
PLD2	-0.011064821439635879	PLD2, ARF1, MOGS, covid-19	3
SERPINA3	-0.059854035933655056	SERPINA3, POLA1, covid-19	2
ATF3	-0.1022433616318861	ATF3, STAT3, DNMT1, covid-19	3
ABCC8	-0.027158755843318137	ABCC8, HNRNPL, UBAP2L, covid-19	3
ROCK1	-0.019000799732912993	ROCK1, RDX, covid-19	2
KRT10	-0.05091895572060018	KRT10, AAR2, covid-19	2
DLAT	-0.08799253500656741	DLAT, ATP1B1, covid-19	2
PDHB	-0.056015427264339016	PDHB, HECTD1, covid-19	2
RYR1	-0.12992425542299318	RYR1, PRKACA, covid-19	2
MAP2K6	-0.014463445104808844	MAP2K6, fostamatinib, RIPK1, covid-19	3
LMAN1	-0.06805470070746776	LMAN1, ATP1B1, covid-19	2
AGER	0.130951921522854	AGER, RHOA, covid-19	2
GRM1	-0.04971293094922316	GRM1, L-Glutamic Acid, AASS, covid-19	3
INS	0.04292202081374197	INS, IDE, covid-19	2
OXT	0.030673302010382902	OXT, CUL2, covid-19	2
CDK17	-0.03590165256874937	CDK17, DCAF7, covid-19	2
ATP1B1	0.1960441007467632	ATP1B1, covid-19	1
MARK4	0.016690718817352637	MARK4, MARK3, covid-19	2
METAP2	0.0048449848330922585	METAP2, MARK3, covid-19	2
MAP4	-0.007146850259467603	MAP4, MARK3, covid-19	2
PRG2	-0.021517252300063863	PRG2, TBK1, covid-19	2
DYRK1B	-0.03455284220904112	DYRK1B, PRKACA, covid-19	2
KCNA1	0.09780890466077094	KCNA1, RTN4, covid-19	2
KCNA2	0.08433007314101189	KCNA2, NEU1, covid-19	2
IKBKB	-0.108645407061919	IKBKB, RIPK1, covid-19	2
TUBB1	-0.060952026935464254	TUBB1, AAR2, covid-19	2
RDH14	-0.09838173095856678	RDH14, AP2A2, covid-19	2
RRM1	-0.1640739827193493	RRM1, AAR2, covid-19	2
RRM2	-0.15448775692588385	RRM2, cladribine, POLA1, covid-19	3
RRM2B	-0.11452131212094015	RRM2B, RNF41, covid-19	2
CACNA1A	-0.015737971579357232	CACNA1A, AP2M1, covid-19	2
SELE	-0.0278523525429549	SELE, ACTN2, GOLGA7, covid-19	3
CA9	-0.14163681426470248	CA9, G3BP2, covid-19	2
STK39	-0.03074298674951085	STK39, RHOA, covid-19	2
SLC12A2	-0.06765272827886529	SLC12A2, EGFR, PRKACA, covid-19	3
IL6	0.04609015124350998	IL6, ZBTB16, HDAC2, covid-19	3
IL6R	0.005797123897961203	IL6R, STAT3, DNMT1, covid-19	3
SLK	0.03467601478328726	SLK, fostamatinib, RIPK1, covid-19	3
KCNH2	0.12443393946989814	KCNH2, PRKACA, covid-19	2
IGFBP7	0.07992972143836216	IGFBP7, RTN4, covid-19	2
LHCGR	-0.015347456144285437	LHCGR, SLC9A3R1, covid-19	2
TRPC5	0.06523302303156174	TRPC5, SLC9A3R1, covid-19	2
MAP3K11	0.01229824225652116	MAP3K11, fostamatinib, RIPK1, covid-19	3
POLE4	0.025855816489979047	POLE4, POLA1, covid-19	2
DRD3	0.0037348491333722526	DRD3, RDX, covid-19	2
DRD2	0.06712248852528623	DRD2, nortriptyline, SIGMAR1, covid-19	3
DRD4	-0.01325260786593321	DRD4, ARRB2, AP3B1, covid-19	3
CCL2	0.08993932114440377	CCL2, MCM2, AKAP8, covid-19	3
KCNA5	0.10956938596360691	KCNA5, SLC30A6, covid-19	2
TUBB2A	-0.017396116772968137	TUBB2A, AAR2, covid-19	2
TYK2	-0.03166839622757102	TYK2, JAKMIP1, covid-19	2
MMP9	-0.09744243772963118	MMP9, COL6A1, covid-19	2
APOE	-0.055256035243339365	APOE, CSNK2A2, covid-19	2
SERPINB2	-0.10439317055522336	SERPINB2, PLAT, covid-19	2
L1CAM	-0.014610199500699458	L1CAM, CSNK2A2, covid-19	2
KCNJ11	0.048605972757066296	KCNJ11, AP2M1, covid-19	2
IGF2R	-0.040116764139613854	IGF2R, CSNK2A2, covid-19	2
HCN1	-0.038092535377835704	HCN1, RNF123, RHOA, covid-19	3
HCN2	-0.02524813819643199	HCN2, GRB2, AP2A2, covid-19	3
HCN3	-0.017815714862440282	HCN3, ELAVL1, AKAP8, covid-19	3
HCN4	-0.05018256709957483	HCN4, ABL1, RTN4, covid-19	3
IL1R1	-0.03868231331093641	IL1R1, PRKCZ, RHOA, covid-19	3
IRAK1	0.09301875622899064	IRAK1, NUP98, covid-19	2
CTSL	-0.04707304788709038	CTSL, MOV10, covid-19	2
AHR	-0.09715182031895403	AHR, GTF2F2, covid-19	2
DAPK3	-0.002873413931273147	DAPK3, AATF, covid-19	2
NR1I2	-0.03471217012232641	NR1I2, ATP6AP1, covid-19	2
FN1	0.022926049592517844	FN1, CSNK2A2, covid-19	2
VLDLR	-0.029653574824413352	VLDLR, SNX17, MOV10, covid-19	3
MKNK2	0.1375710311325316	MKNK2, DNMT1, covid-19	2
GPX1	-0.009061647919461444	GPX1, covid-19	1
PDCD1	0.07632130301488702	PDCD1, ARF6, covid-19	2
KCNQ3	-0.06555258296131679	KCNQ3, amitriptyline, SIGMAR1, covid-19	3
KCNQ2	-0.11168118974314739	KCNQ2, amitriptyline, SIGMAR1, covid-19	3
KCNQ5	-0.07533787867186756	KCNQ5, SRC, AKAP8, covid-19	3
CLK1	-0.07738901806541301	CLK1, IMPDH2, covid-19	2
VCAN	-0.06539718758587951	VCAN, ADAMTS1, covid-19	2
HAPLN1	-0.07993896117082522	HAPLN1, APP, EIF4E2, covid-19	3
RYR2	-0.09811749482533846	RYR2, PRKACA, covid-19	2
MAP3K10	0.06101001974051467	MAP3K10, fostamatinib, RIPK1, covid-19	3
VDR	-0.23057861073540586	VDR, CSNK2A2, covid-19	2
NDUFA13	0.048676448320679425	NDUFA13, NDUFB9, covid-19	2
STMN4	-0.02168391483555313	STMN4, IMMT, ECSIT, covid-19	3
GRIN2B	-0.020228940323953976	GRIN2B, Dehydroepiandrosterone, SIGMAR1, covid-19	3
ERN1	-0.00912523374874468	ERN1, RIPK1, covid-19	2
PLD1	-0.03029878535035748	PLD1, ARF6, covid-19	2
RPS6KA1	0.1320275379968017	RPS6KA1, CSNK2B, covid-19	2
VAMP2	0.1417112526526691	VAMP2, ACAD9, covid-19	2
CLK4	-0.014133923995864649	CLK4, MOV10, covid-19	2
CALCR	0.06337909602397575	CALCR, GPRASP1, MAP7D1, covid-19	3
CKS1B	-0.05639236973211334	CKS1B, MIPOL1, covid-19	2
ATF5	-0.015345510295058592	ATF5, EP300, NUP98, covid-19	3
METAP1	0.031081329806312695	METAP1, G3BP1, covid-19	2
DHFR	-0.1211716424508522	DHFR, NADH, NDUFB9, covid-19	3
CFH	0.2508528734943423	CFH, EP300, NUP98, covid-19	3
KCNC2	0.025189156340712723	KCNC2, dalfampridine, KCNA4, NEU1, covid-19	4
KCNC1	-0.026617662239271565	KCNC1, DLGAP5, GOLGA2, covid-19	3
GJA1	0.06185893318021712	GJA1, GRB2, AP2A2, covid-19	3
ADORA2A	-0.056391116547173534	ADORA2A, DB01303, HDAC2, covid-19	3
CHRM3	0.09773487679061818	CHRM3, NARS2, covid-19	2
RPS6KA3	-0.09399430552958678	RPS6KA3, CSNK2B, covid-19	2
F3	2.413884627269769e-05	F3, Coagulation factor VIIa Recombinant Human, GGCX, covid-19	3
F7	-0.003982487768624171	F7, GGCX, covid-19	2
PF4	0.17101491022409093	PF4, DB00055, GGCX, covid-19	3
EPHA4	-0.08932428900347222	EPHA4, OS9, covid-19	2
CIT	0.24312221456472127	CIT, covid-19	1
LPL	-0.0943708386467367	LPL, APP, EIF4E2, covid-19	3
MGAM	0.007706995689411113	MGAM, NEU1, covid-19	2
CD44	0.01680029697712903	CD44, PRKACA, covid-19	2
CHRNA7	-0.10206493600933879	CHRNA7, dextromethorphan, SIGMAR1, covid-19	3
S100A13	0.18630239752030822	S100A13, PLEKHF2, covid-19	2
KCNJ3	0.15121983009825468	KCNJ3, PRKACA, covid-19	2
GHR	-0.08982884706983121	GHR, RBX1, covid-19	2
TNFSF13B	0.03476794875142973	TNFSF13B, HOOK1, covid-19	2
MCFD2	-0.13106346998966614	MCFD2, APP, EIF4E2, covid-19	3
VEGFA	-0.059396232672148275	VEGFA, ADAMTS1, covid-19	2
TOP2A	0.007521518527342785	TOP2A, POLA1, covid-19	2
F2	-0.0429828710503219	F2, PLAT, covid-19	2
PLAT	0.05225270839479283	PLAT, covid-19	1
EDNRB	-0.13463796885980217	EDNRB, ARFGEF1, NUP62, covid-19	3
CD2	0.15049410920646414	CD2, GIGYF2, covid-19	2
HTR2A	-0.10994029497607158	HTR2A, ARF6, covid-19	2
CES1	0.10650185369958476	CES1, BMPR2, PMPCA, covid-19	3
NOS3	-0.10309939630846544	NOS3, PRKACA, covid-19	2
SLC6A3	-0.05882779919306676	SLC6A3, sertraline, SIGMAR1, covid-19	3
MAT2A	0.1666110471194531	MAT2A, AAR2, covid-19	2
PRLR	-0.08275427165775258	PRLR, YWHAZ, PABPC4, covid-19	3
YES1	-0.01654980310762096	YES1, ACSL3, covid-19	2
CACNA1B	0.08514253175364186	CACNA1B, GNB1, covid-19	2
SLC25A4	0.07463567276658549	SLC25A4, AAR2, covid-19	2
PLK2	-0.010712250748747938	PLK2, fostamatinib, RIPK1, covid-19	3
ADRA1B	-0.09604167689615589	ADRA1B, AP2M1, covid-19	2
CAMKK2	-0.10174778329337335	CAMKK2, PRKACA, covid-19	2
PDE6G	-0.1559387142240605	PDE6G, GRB2, AP2A2, covid-19	3
SH3D19	-0.06097877112939494	SH3D19, ADAM9, covid-19	2
PKMYT1	-0.06966783351962166	PKMYT1, fostamatinib, RIPK1, covid-19	3
MLNR	-0.0029057495494484026	MLNR, GPRASP1, MAP7D1, covid-19	3
ADCY5	-0.194859982692912	ADCY5, PRKACA, covid-19	2
GABRB3	0.0010314335824599258	GABRB3, PRKACA, covid-19	2
MAP2K3	0.06908100974177167	MAP2K3, GOLGA2, covid-19	2
TAT	-0.07895971703674383	TAT, L-Glutamic Acid, AASS, covid-19	3
HDAC11	0.15105093433393046	HDAC11, AGPS, covid-19	2
PLA2G4A	-0.027494701209718198	PLA2G4A, MOV10, covid-19	2
EDNRA	-0.10867666094567259	EDNRA, VPS11, covid-19	2
GRID2	0.013273715784078342	GRID2, L-Glutamic Acid, AASS, covid-19	3
MMP25	-0.09775806437926511	MMP25, CLU, HYOU1, covid-19	3
HIPK3	0.019895197275939948	HIPK3, GORASP1, covid-19	2
TOP1	-0.09387682108425317	TOP1, POLA1, covid-19	2
MGMT	-0.00028728931823126386	MGMT, CSNK2A2, covid-19	2
PSMA4	-0.08717584417029815	PSMA4, CSNK2A2, covid-19	2
FGF1	0.06938668894351124	FGF1, CSNK2A2, covid-19	2
PCYT1B	-0.01346825695939102	PCYT1B, APP, EIF4E2, covid-19	3
IFNAR1	0.17749997560221759	IFNAR1, PRKACA, covid-19	2
GRIA2	-0.028238711348987255	GRIA2, L-Glutamic Acid, AASS, covid-19	3
GRIA3	-0.055988951559407904	GRIA3, L-Glutamic Acid, AASS, covid-19	3
ASIC1	-0.041057495754624224	ASIC1, PRKACA, covid-19	2
GRIK5	0.012803713876493324	GRIK5, GPAA1, covid-19	2
ADH5	-0.051576759894861185	ADH5, CSNK2B, covid-19	2
ALDH2	-0.011221434064826345	ALDH2, NADH, NDUFB9, covid-19	3
PIK3CD	-0.038254797122808486	PIK3CD, fostamatinib, RIPK1, covid-19	3
POLA2	0.0978910065706904	POLA2, covid-19	1
CACNB4	0.04756353447041102	CACNB4, CBX3, HDAC2, covid-19	3
CPE	0.21533378019055271	CPE, POLA2, covid-19	2
DDR1	-0.08470651632907145	DDR1, MOV10, covid-19	2
DCK	-0.13191774062954964	DCK, fludarabine, POLA1, covid-19	3
TRDMT1	-0.00195668015403902	TRDMT1, DNMT1, covid-19	2
TPI1	0.037253276268318244	TPI1, AAR2, covid-19	2
SLC16A8	0.07594881307784145	SLC16A8, RAB1A, covid-19	2
NDUFS7	-0.06079924293867797	NDUFS7, NDUFB9, covid-19	2
PROCR	-0.06815875531366326	PROCR, DB00055, GGCX, covid-19	3
PSMB6	-0.0998569567313697	PSMB6, LARP7, covid-19	2
F10	-0.052757442721497856	F10, PLAT, covid-19	2
NDUFS6	-0.03293013186279273	NDUFS6, NDUFB9, covid-19	2
APOA1	0.03610940260016856	APOA1, MAP7D1, covid-19	2
MAP3K12	-0.0647669302820737	MAP3K12, fostamatinib, RIPK1, covid-19	3
GC	-0.1488022896369629	GC, GRB2, AP2A2, covid-19	3
GLUD2	-0.07537032616685126	GLUD2, CEP135, covid-19	2
MYO3A	-0.0024469674741183084	MYO3A, fostamatinib, RIPK1, covid-19	3
GSR	-0.06862566329648387	GSR, GPX1, covid-19	2
HBB	-0.11219409435516721	HBB, CEP250, covid-19	2
HMOX2	-0.08988955756090458	HMOX2, NADH, NDUFB9, covid-19	3
ISYNA1	-0.047177430087912794	ISYNA1, CYB5B, covid-19	2
NDUFA4L2	-0.08831074036737555	NDUFA4L2, NADH, NDUFB9, covid-19	3
MDH1	0.039702342560125364	MDH1, AAR2, covid-19	2
NDUFA6	-0.0695374609362204	NDUFA6, NDUFB9, covid-19	2
NDUFA7	0.003813398530962714	NDUFA7, NDUFB9, covid-19	2
NDUFB8	-0.0517408840842509	NDUFB8, NDUFB9, covid-19	2
NDUFV2	0.0032251633183446593	NDUFV2, NDUFB9, covid-19	2
NDUFV3	-0.013095085388632716	NDUFV3, NDUFB9, covid-19	2
DAGLB	-0.09877972449769012	DAGLB, SFI1, GOLGA2, covid-19	3
IDO1	0.0016897073066570248	IDO1, APP, EIF4E2, covid-19	3
PAPSS1	-0.13894823481190982	PAPSS1, EEF1A1, NEU1, covid-19	3
PRDX5	-0.07338312156340522	PRDX5, AAR2, covid-19	2
PRNP	-0.022497646309002896	PRNP, CSNK2A2, covid-19	2
PTPN4	0.11186815295371956	PTPN4, CSNK2A2, covid-19	2
MAPK8IP1	0.02896796957203429	MAPK8IP1, APP, EIF4E2, covid-19	3
RPS6KA6	-0.08456313659993651	RPS6KA6, DNMT1, covid-19	2
SERPINA5	-0.03408532368716981	SERPINA5, PLAT, covid-19	2
SLC38A3	0.20840520151515995	SLC38A3, L-Asparagine, NARS2, covid-19	3
B2M	0.19723241870388813	B2M, GRB2, AP2A2, covid-19	3
SHMT1	-0.1343958427826279	SHMT1, IDE, covid-19	2
ASNS	0.054194320511120816	ASNS, RAP1GDS1, covid-19	2
TUBB3	0.041053111786270066	TUBB3, AP2M1, covid-19	2
PAEP	0.26211305928146234	PAEP, APP, EIF4E2, covid-19	3
UGDH	0.015053799134537776	UGDH, PRKACA, covid-19	2
B4GALT3	0.04253045175873822	B4GALT3, FAM8A1, covid-19	2
IL4R	0.2514277482871492	IL4R, DCAKD, covid-19	2
SLC1A6	-0.044683969048890285	SLC1A6, L-Glutamic Acid, AASS, covid-19	3
ANG	-0.0963434681928103	ANG, ATP6AP1, covid-19	2
CKMT2	0.017967595508771618	CKMT2, ALDOA, CUL2, covid-19	3
CTSK	-0.0782343109050649	CTSK, FGFR3, POLA2, covid-19	3
OGFOD2	0.0018865692480711793	OGFOD2, MOV10, covid-19	2
GLYAT	-0.11401430003804638	GLYAT, GPRASP1, MAP7D1, covid-19	3
GABBR2	0.059665626240911734	GABBR2, AKT1, IMPDH2, covid-19	3
GSTM4	-0.05211910116536542	GSTM4, TLE1, covid-19	2
BBOX1	0.05494452400997092	BBOX1, TBK1, covid-19	2
REN	0.04067646706793354	REN, KCTD15, AP2A2, covid-19	3
LEPR	0.1908598945806588	LEPR, CSNK2B, covid-19	2
PPY	0.04882387461045188	PPY, MOV10, covid-19	2
PCDHA4	-0.13769530852772702	PCDHA4, TLE1, covid-19	2
PSMB10	-0.1178970407569743	PSMB10, PSMA3, HDAC2, covid-19	3
CA12	-0.1583128724678229	CA12, CUX1, PRKACA, covid-19	3
SERPINB9	0.1293435011592682	SERPINB9, TLE1, covid-19	2
PIM1	-0.17816495447181202	PIM1, MARK3, covid-19	2
SLC2A1	-0.025218747674246426	SLC2A1, STOM, covid-19	2
TUBB4B	-0.0024794341399779624	TUBB4B, AAR2, covid-19	2
GPD1	0.03267673495779887	GPD1, NADH, NDUFB9, covid-19	3
GSTO1	-0.03570894443591518	GSTO1, FKBP7, covid-19	2
EPHB6	-0.019683881609260878	EPHB6, fostamatinib, RIPK1, covid-19	3
CSF2RB	-0.029479341397171475	CSF2RB, PRKACA, covid-19	2
CD80	0.1637580481501632	CD80, NGFR, PRKACA, covid-19	3
TFRC	0.21469684708547354	TFRC, AAR2, covid-19	2
ALK	-0.008312982387010937	ALK, MARK1, covid-19	2
GLS2	0.024775928001771072	GLS2, SIRT5, covid-19	2
FGFR2	-0.05471807635252847	FGFR2, GOLGA3, covid-19	2
SYK	0.2753965536761552	SYK, HDAC2, covid-19	2
FGR	0.048971615992784254	FGR, LARP7, covid-19	2
EPOR	-0.013683931815475038	EPOR, CUL2, covid-19	2
MAP4K1	-0.01802424968663835	MAP4K1, RBX1, covid-19	2
F2R	-0.10911210773905977	F2R, CAPN1, BZW2, covid-19	3
PRKCQ	0.02150624458784057	PRKCQ, MARK3, covid-19	2
NCF2	0.08548074421696358	NCF2, GNB1, covid-19	2
PGF	-0.09554630198222874	PGF, RNF123, RHOA, covid-19	3
PTPRE	0.10688014431388869	PTPRE, BZW2, covid-19	2
C3	0.08398530390829295	C3, PDE4DIP, covid-19	2
RHO	-0.06292918946931805	RHO, ARRB2, AP3B1, covid-19	3
THBD	-0.09568419661191964	THBD, DB00055, GGCX, covid-19	3
